ID,NAME,GLOTTOCODE,PROXY
EPENA_SAIJA,EPENA_SAIJA,epen1239,
EPIE,EPIE,epie1238,
ERAI,ERAI,iliu1237,
ERIMA,ERIMA,ogea1238,
ERITAI,ERITAI,erit1239,
ERRE,ERRE,erre1238,
ERUWA,ERUWA,eruw1238,
ERZYA,ERZYA,erzy1239,
ESAN,ESAN,esan1238,
ESE_EJJA,ESE_EJJA,esee1248,
ESE_MANAGALASI,ESE_MANAGALASI,esee1247,
ESIMBI,ESIMBI,esim1238,
ESKAYAN,ESKAYAN,eska1234,
ESO_YALEMBA,ESO_YALEMBA,sode1235,
ESPERANTO,ESPERANTO,espe1235,
ESSELEN,ESSELEN,esse1238,
ESTONIAN,ESTONIAN,esto1258,
ESTONIAN_VORO,ESTONIAN_VORO,sout2679,
ETEBI,ETEBI,eteb1238,
ETKYWAN,ETKYWAN,etky1238,
ETON,ETON,eton1253,
ETON_VANUATU,ETON_VANUATU,eton1255,
ETRUSCAN,ETRUSCAN,etru1241,
EVEN,EVEN,even1260,
EWAGE_NOTU,EWAGE_NOTU,ewag1241,
EWE_ADANGBE,EWE_ADANGBE,ewee1241,
EWONDO,EWONDO,ewon1239,
EYAK,EYAK,eyak1241,
FAGANI,FAGANI,faga1239,
FAITA,FAITA,fait1240,
FALA,FALA,fala1241,
FALI,FALI,sout2782,
FALI_BAGIRA,FALI_BAGIRA,fali1285,
FAM,FAM,famm1241,
FAMA,FAMA,kron1241,
FANAGALO,FANAGALO,fana1235,
FANG,FANG,fang1248,
FANG_4,FANG_4,fang1246,
FAROESE,FAROESE,faro1244,
FAS,FAS,fass1245,
FASU,FASU,fasu1242,
FATAKAI_NUAULU_SERAM,FATAKAI_NUAULU_SERAM,sout2895,
FATALEKA,FATALEKA,fata1245,
FATALUKU,FATALUKU,fata1247,
FAVORLANG,FAVORLANG,babu1240,
FAYU,FAYU,fayu1238,
FA_D_AMBU,FA_D_AMBU,fada1250,
FA_TIETA,FA_TIETA,hmwa1243,
FEFE_2,FEFE_2,fefe1239,
FENGSHAN_ZHUANG,FENGSHAN_ZHUANG,guib1244,
FEROGE,FEROGE,fero1244,
FIGUIG,FIGUIG,cent2194,
FIJIAN,FIJIAN,fiji1243,
FINALLIG,FINALLIG,fina1242,
FINNISH,FINNISH,finn1318,
FINNISH_ROMANI,FINNISH_ROMANI,kalo1256,
FIPA,FIPA,fipa1238,
FIRAN,FIRAN,fira1238,
FOAU,FOAU,foau1240,
FOE,FOE,foii1241,
FOLOKAKAN,FOLOKAKAN,woje1238,
FOLOPA,FOLOPA,folo1238,
FONGBE,FONGBE,fonn1241,
FONGORO,FONGORO,fong1243,
FOQAHA,FOQAHA,sawk1238,
FORAK,FORAK,fora1245,
FORDATA,FORDATA,ford1242,
FORE,FORE,fore1270,
FOREST_ENETS,FOREST_ENETS,fore1265,
FORTSENAL,FORTSENAL,fort1240,
FOX,FOX,mesk1242,
FRAFRA,FRAFRA,fare1241,
FRENCH,FRENCH,stan1290,
FRISIAN_WESTERN,FRISIAN_WESTERN,west2354,
FRIULIAN,FRIULIAN,friu1240,
FULA,FULA,pula1263,
FULA_BURKINA_FASO,FULA_BURKINA_FASO,west2454,
FULA_MAASINA,FULA_MAASINA,maas1239,
FULFULDE,FULFULDE,nige1253,
FULFULDE_ADAMAWA,FULFULDE_ADAMAWA,adam1253,
FULIRU,FULIRU,fuli1240,
FULNIO,FULNIO,fuln1247,
FUMU_2,FUMU_2,teke1274,
FUR,FUR,furr1244,
FURU,FURU,furu1242,
FUYUG,FUYUG,fuyu1242,
FUZHOU,FUZHOU,mind1253,
FWE,FWE,fwee1238,
FYEM,FYEM,fyam1238,
FYER,FYER,fyer1241,
G44a_NGAZIDJA,G44a_NGAZIDJA,ngaz1238,
G65_KINGA,G65_KINGA,nucl1379,
GA,GA,gaaa1244,
GAAGUDJU,GAAGUDJU,gaga1251,
GAANDA,GAANDA,gaan1243,
GABADI,GABADI,abad1241,
GABRI,GABRI,gabr1253,
GADDANG,GADDANG,gada1258,
GADE,GADE,gade1242,
GADSUP,GADSUP,gads1258,
GAELIC_SCOTTISH,GAELIC_SCOTTISH,scot1245,
GAFAT,GAFAT,gafa1240,
GAGAUZ,GAGAUZ,gaga1249,
GAGU,GAGU,gagu1242,
GAHUKU,GAHUKU,alek1238,
GAIKUNDI,GAIKUNDI,gaik1242,
GAL,GAL,gall1278,
GALAMBU,GALAMBU,gala1264,
GALELA,GALELA,gale1259,
GALICE,GALICE,gali1261,
GALICIAN,GALICIAN,gali1258,
GALKE,GALKE,ndai1238,
GALLURESE_SARDINIAN,GALLURESE_SARDINIAN,gall1276,
GALO,GALO,galo1242,
GALU,GALU,sina1269,
GAMEI,GAMEI,bore1247,
GAMILARAAY,GAMILARAAY,gami1243,
GAMO,GAMO,gamo1243,
GAMO_NINGI,GAMO_NINGI,gamo1241,
GANANG,GANANG,gana1270,
GANDA,GANDA,gand1255,
GANDANGARA,GANDANGARA,*GANDANGARA,gund1248
GANGLAU,GANGLAU,gang1270,
GANGULIDA,GANGULIDA,gang1267,
GANGULU,GANGULU,gang1268,
GANTS,GANTS,gant1244,
GANZA,GANZA,ganz1246,
GAN_ANYI,GAN_ANYI,ganc1239,
GAPAPAIWA,GAPAPAIWA,gapa1238,
GAR,GAR,east2333,
GARAWA,GARAWA,gara1269,
GARIFUNA,GARIFUNA,gari1256,
GARO,GARO,garo1247,
GARRE,GARRE,garr1259,
GARUH,GARUH,nobo1238,
GARUS,GARUS,garu1246,
GASCON,GASCON,occi1239,
GATA,GATA,gata1239,
GAURA_NGGAURA,GAURA_NGGAURA,kodi1247,
GAVA,GAVA,gudu1252,
GAVAR,GAVAR,gava1241,
GAVIAO_DO_RONDONIA,GAVIAO_DO_RONDONIA,gavi1246,
GAWAR_BATI,GAWAR_BATI,gawa1247,
GAYIL,GAYIL,gayi1237,
GAYO,GAYO,gayo1244,
GAZI,GAZI,gazi1243,
GBAGYI,GBAGYI,gbag1258,
GBANU,GBANU,gban1260,
GBANZIRI,GBANZIRI,gban1258,
GBARI,GBARI,gbar1246,
GBAYA,GBAYA,gbay1288,
GBAYA_BOZOUM,GBAYA_BOZOUM,gbay1286,
GBAYA_LAI,GBAYA_LAI,nort2775,
GBAYA_MBODOMO,GBAYA_MBODOMO,gbay1281,
GBAYI,GBAYI,gbay1278,
GBEYA,GBEYA,gbay1287,
GBI,GBI,west2458,
GEBE,GEBE,gebe1237,
GEDAGED,GEDAGED,geda1237,
GEDEO,GEDEO,gede1246,
GEEZ,GEEZ,geez1241,
GEJI,GEJI,geji1246,
GEME,GEME,geme1244,
GEN,GEN,genn1243,
GENA,GENA,gain1243,
GENDE,GENDE,gend1249,
GENGELE,GENGELE,song1300,
GENYANGA,GENYANGA,giny1241,
GEORGIAN,GEORGIAN,nucl1302,
GERA,GERA,gera1246,
GERUMA,GERUMA,geru1240,
GESER,GESER,gese1240,
GETO,GETO,seba1251,
GHADAMES,GHADAMES,ghad1239,
GHANAIAN_PIDGIN_ENGLISH,GHANAIAN_PIDGIN_ENGLISH,ghan1244,
GHARI,GHARI,ghar1239,
GHAYAVI_2,GHAYAVI_2,ghay1237,
GHOMALA_2,GHOMALA_2,ghom1247,
GHOMARA,GHOMARA,ghom1257,
GHOTUO,GHOTUO,ghot1243,
GHYE,GHYE,kamw1239,
GIBANAWA,GIBANAWA,giba1240,
GIDABAL,GIDABAL,cond1242,
GIDAR,GIDAR,gida1247,
GIDOLE,GIDOLE,dira1242,
GIKUYU,GIKUYU,kiku1240,
GIKYODE,GIKYODE,giky1238,
GILAKI,GILAKI,gila1241,
GIMAN,GIMAN,gane1237,
GIMI,GIMI,gimi1243,
GIRAWA,GIRAWA,gira1247,
GITUA,GITUA,gitu1237,
GITXSAN,GITXSAN,gitx1241,
GIUR,GIUR,luwo1239,
GIZRRA_TOGO,GIZRRA_TOGO,gizr1240,
GLAVDA,GLAVDA,glav1244,
GLIO_OUBI,GLIO_OUBI,glio1241,
GOAN_KONKANI,GOAN_KONKANI,goan1235,
GOBU,GOBU,gobu1238,
GODIE,GODIE,godi1239,
GODOBERI,GODOBERI,ghod1238,
GOEMAI,GOEMAI,goem1240,
GOFA,GOFA,gofa1235,
GOGO,GOGO,gogo1263,
GOGODALA_ADIBA,GOGODALA_ADIBA,gogo1265,
GOGODALA_ARI,GOGODALA_ARI,arii1243,
GOKANA,GOKANA,goka1239,
GOLA,GOLA,gola1255,
GOLIN,GOLIN,goli1247,
GOMAIDJ,GOMAIDJ,guma1253,
GONDI,GONDI,nort2702,
GONG,GONG,ugon1239,
GONGDUK,GONGDUK,gong1251,
GONJA,GONJA,gonj1241,
GOONIYANDI,GOONIYANDI,goon1238,
GOPE,GOPE,nort2930,
GOR,GOR,gorr1238,
GORONTALO,GORONTALO,goro1259,
GOROVU,GOROVU,goro1261,
GOTHIC,GOTHIC,goth1244,
GOUNDO,GOUNDO,goun1238,
GRAND_COULI,GRAND_COULI,tiri1258,
GRANGALI,GRANGALI,gran1245,
GREAT_ANDAMANESE,GREAT_ANDAMANESE,mixe1288,
GREBO,GREBO,sout2826,
GREEK,GREEK,mode1248,
GREEK_ANCIENT,GREEK_ANCIENT,anci1242,
GREEK_ROMANY,GREEK_ROMANY,balk1252,
GREEN_GELAO,GREEN_GELAO,gree1278,
GRENADIAN_CREOLE_ENGLISH,GRENADIAN_CREOLE_ENGLISH,gren1247,
GRESI,GRESI,gres1240,
GRONINGS,GRONINGS,gron1242,
GROS_VENTRE,GROS_VENTRE,gros1243,
GUACHI,GUACHI,guac1239,
GUADELOUPE_CREOLE,GUADELOUPE_CREOLE,guad1242,
GUAHIBO,GUAHIBO,guah1255,
GUAJA,GUAJA,guaj1256,
GUAJAJARA,GUAJAJARA,guaj1255,
GUAMBIANO,GUAMBIANO,guam1248,
GUAMO,GUAMO,guam1236,
GUARANI,GUARANI,para1311,
GUARANI_ANTIGO,GUARANI_ANTIGO,oldp1258,
GUARANI_KAIWA,GUARANI_KAIWA,kaiw1246,
GUARAYU,GUARAYU,guar1292,
GUATO,GUATO,guat1253,
GUAYABERO,GUAYABERO,guay1257,
GUAYMI,GUAYMI,ngab1239,
GUBAWA,GUBAWA,shik1242,
GUDANJI,GUDANJI,ngar1283,
GUDE,GUDE,gude1246,
GUDU,GUDU,gudu1250,
GUGU_BUJUN,GUGU_BUJUN,gugu1253,
GUHU_SAMANE,GUHU_SAMANE,guhu1244,
GUIANESE_CREOLE_FRENCH,GUIANESE_CREOLE_FRENCH,guia1246,
GUICHICOVI_MIXE,GUICHICOVI_MIXE,isth1238,
GUINAU,GUINAU,guin1258,
GUINEA_BISSAU_CRIOULO,GUINEA_BISSAU_CRIOULO,uppe1455,
GUJARATI,GUJARATI,guja1252,
GULAY,GULAY,gula1268,
GULA_CAR,GULA_CAR,gula1269,
GULA_IRO,GULA_IRO,gula1265,
GULA_MERE,GULA_MERE,gula1266,
GULE,GULE,gule1241,
GULLAH,GULLAH,gull1241,
GUMALU,GUMALU,guma1255,
GUMAWANA,GUMAWANA,guma1254,
GUMBAYNGGIR,GUMBAYNGGIR,kumb1268,
GUNBALANG_WARLANG,GUNBALANG_WARLANG,kunb1251,
GUNDI,GUNDI,gund1247,
GUNGBE,GUNGBE,gunn1250,
GUNIN_KWINI,GUNIN_KWINI,kwin1241,
GUNUNA_KUNE,GUNUNA_KUNE,puel1244,
GUNWINGGU_KUNE,GUNWINGGU_KUNE,gunw1252,
GUNYA,GUNYA,guny1241,
GUPA_ABAWA,GUPA_ABAWA,gupa1248,
GURAGONE,GURAGONE,gura1252,
GURANI,GURANI,gura1251,
GURENG_GURENG,GURENG_GURENG,gure1255,
GURIASO,GURIASO,guri1248,
GURINDJI,GURINDJI,guri1247,
GURMANA,GURMANA,gurm1246,
GURMANCEMA,GURMANCEMA,gour1243,
GURO,GURO,guro1248,
GURUNG,GURUNG,guru1261,
GURUNTUM_MBAARU,GURUNTUM_MBAARU,guru1271,
GURU_KALASHA,GURU_KALASHA,kala1372,
GUSAN,GUSAN,gusa1246,
GUSII,GUSII,gusi1247,
GUUGU_YIMIDHIR,GUUGU_YIMIDHIR,gugu1255,
GUWAMU,GUWAMU,guwa1243,
GUYAMBAL,GUYAMBAL,guya1250,
GUYANESE_CREOLE_ENGLISH,GUYANESE_CREOLE_ENGLISH,creo1235,
GVOKO,GVOKO,gvok1239,
GWAGWA,GWAGWA,gwan1268,
GWAHATIKE,GWAHATIKE,gwah1244,
GWAMA,GWAMA,kwam1249,
GWAMHI_WURI,GWAMHI_WURI,gwam1244,
GWARA,GWARA,gwar1240,
GWENO,GWENO,gwen1239,
GWERE,GWERE,gwer1238,
GWI,GWI,gwii1239,
GXANA,GXANA,gana1274,
GYELE,GYELE,gyel1242,
GYEM,GYEM,gyem1238,
HA,HA,haaa1252,
HABU,HABU,habu1241,
HADIYYA,HADIYYA,hadi1240,
HADOTI,HADOTI,hado1235,
HADRAMI_ARABIC,HADRAMI_ARABIC,hadr1236,
HADZA,HADZA,hadz1240,
HAI,HAI,band1343,
HAIDA,HAIDA,sout2956,
HAIDA_2,HAIDA_2,nort2938,
HAIGWAI,HAIGWAI,haig1237,
HAININH_MIEN,HAININH_MIEN,kimm1245,
HAISLA,HAISLA,hais1244,
HAITIAN_CREOLE,HAITIAN_CREOLE,hait1244,
HAKKA,HAKKA,hakk1236,
HAKU,HAKU,hako1237,
HALABI,HALABI,halb1244,
HALIA,HALIA,hali1244,
HAM,HAM,hyam1245,
HAMAP,HAMAP,hama1240,
HAN,HAN,hann1241,
HANGA,HANGA,hang1258,
HANGAZA,HANGAZA,hang1260,
HANGA_HUNDI,HANGA_HUNDI,hang1263,
HANIS_COOS,HANIS_COOS,coos1249,
HANUNOO,HANUNOO,hanu1241,
HARARI,HARARI,hara1271,
HARE,HARE,nort2942,
HARSUSI,HARSUSI,hars1241,
HARUAI,HARUAI,haru1245,
HARUKU,HARUKU,haru1244,
HARYANVI,HARYANVI,hary1238,
HASHA,HASHA,hash1238,
HASSANIYA,HASSANIYA,hass1238,
HATAM,HATAM,hata1243,
HAWAIIAN,HAWAIIAN,hawa1245,
HAWAI_CREOLE_ENGLISH,HAWAI_CREOLE_ENGLISH,hawa1247,
HAWYIENGZ_ZHUANG,HAWYIENGZ_ZHUANG,cent2009,
HAYA,HAYA,haya1250,
HAYU,HAYU,wayu1241,
HDI,HDI,hdii1240,
HEBREW,HEBREW,hebr1245,
HEDIAN_BAI,HEDIAN_BAI,sout2730,
HEHE,HEHE,hehe1240,
HEILTSUK,HEILTSUK,heil1246,
HELAMBU_SHERPA,HELAMBU_SHERPA,hela1238,
HELONG,HELONG,helo1243,
HEMBA_MAMBWE,HEMBA_MAMBWE,hemb1242,
HERDE,HERDE,herd1236,
HERERO,HERERO,here1253,
HERTEVIN,HERTEVIN,hert1241,
HEWA,HEWA,hewa1241,
HEYO,HEYO,heyo1240,
HIDATSA,HIDATSA,hida1246,
HIGAONON_BINUKID,HIGAONON_BINUKID,higa1237,
HIGHLAND_TEQUISTLATEC,HIGHLAND_TEQUISTLATEC,high1242,
HIJAZI_ARABIC,HIJAZI_ARABIC,hija1235,
HILDI,HILDI,marg1266,
HILIGAYNON,HILIGAYNON,hili1240,
HILL_GUANG,HILL_GUANG,guaa1238,
HILL_MARI,HILL_MARI,west2392,
HINDI,HINDI,hind1269,
HINDURI,HINDURI,hind1267,
HINIHON,HINIHON,pamo1253,
HINUKH,HINUKH,hinu1240,
HITTITE,HITTITE,hitt1242,
HITU,HITU,hitu1239,
HIW,HIW,hiww1237,
HIXKARYANA,HIXKARYANA,hixk1239,
HKONGSO,HKONGSO,anuu1241,
HMAR,HMAR,hmar1241,
HMONG_DAW,HMONG_DAW,hmon1333,
HMU,HMU,nort2747,
HO,HO,hooo1248,
HOAN,HOAN,dzuo1238,
HOAN_HUC,HOAN_HUC,hoaa1235,
HOAVA,HOAVA,hoav1238,
HOBYOT,HOBYOT,hoby1242,
HOLMA,HOLMA,holm1250,
HOLU,HOLU,holu1245,
HONE,HONE,hone1235,
HOPI,HOPI,hopi1249,
HORO,HORO,horo1247,
HOROM,HOROM,horo1245,
HOTE,HOTE,hote1245,
HOZO,HOZO,hozo1236,
HPON,HPON,hpon1238,
HRANGKHOL,HRANGKHOL,hran1239,
HUA,HUA,yaga1260,
HUACANA,HUACANA,sout2996,
HUACHIPAERI,HUACHIPAERI,huac1244,
HUAMBISA,HUAMBISA,huam1247,
HUANUCO,HUANUCO,hual1241,
HUARIAPANO,HUARIAPANO,pano1255,
HUASTEC,HUASTEC,huas1242,
HUAUTLA_DE_JIMENEZ,HUAUTLA_DE_JIMENEZ,huau1238,
HUAVE,HUAVE,sanm1287,
HUBA,HUBA,huba1236,
HUBE,HUBE,kube1244,
HUICHOL,HUICHOL,huic1243,
HUITOTO_MIKA,HUITOTO_MIKA,muru1274,
HUITOTO_MINICA,HUITOTO_MINICA,mini1256,
HUITOTO_NUPODE,HUITOTO_NUPODE,nupo1240,
HUI_JIXI,HUI_JIXI,huiz1242,
HUKUMINA,HUKUMINA,huku1237,
HULA,HULA,hula1239,
HULAULA,HULAULA,hula1244,
HULI,HULI,huli1244,
HUMENE,HUMENE,hume1246,
HUMLA,HUMLA,huml1238,
HUNDE,HUNDE,hund1239,
HUNGANA,HUNGANA,hung1278,
HUNGWORO,HUNGWORO,hung1276,
HUNJARA_KAINA_KE,HUNJARA_KAINA_KE,hunj1241,
HUNZIB,HUNZIB,hunz1247,
HUPA,HUPA,hupa1239,
HUS,HUS,andr1248,
HUTTERITE_GERMAN,HUTTERITE_GERMAN,hutt1235,
HWANA,HWANA,hwan1240,
HYA,HYA,hyaa1239,
IAAI,IAAI,iaai1238,
IAMALELE,IAMALELE,iama1237,
IATMUL,IATMUL,iatm1242,
IAU,IAU,iauu1242,
IBALOI,IBALOI,ibal1244,
IBAN,IBAN,iban1264,
IBANAG,IBANAG,iban1267,
IBANI,IBANI,iban1261,
IBIBIO,IBIBIO,ibib1240,
IBILO,IBILO,okpa1238,
IBINO,IBINO,ibin1241,
IBUORO,IBUORO,ibuo1242,
ICELANDIC,ICELANDIC,icel1247,
IDAAN,IDAAN,idaa1241,
IDO,IDO,idoo1234,
IDOMA,IDOMA,idom1241,
IDU,IDU,idun1241,
IDUNA,IDUNA,idun1242,
IDU_MISHMI,IDU_MISHMI,idum1241,
IFE,IFE,ifee1241,
IFUGAO_AMGANAD,IFUGAO_AMGANAD,amga1235,
IFUGAO_BATAD,IFUGAO_BATAD,bata1298,
IFUGAO_BAYNINAN,IFUGAO_BAYNINAN,kele1259,
IGALA,IGALA,igal1242,
IGBO,IGBO,nucl1417,
IGEDE,IGEDE,iged1239,
IGNACIANO,IGNACIANO,igna1246,
IGOM,IGOM,kang1291,
IGUTA,IGUTA,igut1238,
IHA,IHA,ihaa1241,
IK,IK,ikkk1242,
IKA,IKA,arhu1242,
IKA_NIGERIA,IKA_NIGERIA,ikaa1238,
IKIZU,IKIZU,ikiz1238,
IKO,IKO,ikoo1245,
IKOMA,IKOMA,ikom1245,
IKPENG,IKPENG,ikpe1245,
IKPESHI,IKPESHI,ikpe1243,
IKPOSO,IKPOSO,ikpo1238,
IKUNDUN,IKUNDUN,anam1248,
IKU_GORA_ANKWA,IKU_GORA_ANKWA,ikug1238,
IKWERE,IKWERE,ikwe1242,
ILA,ILA,ilaa1246,
ILIT,ILIT,kuna1268,
ILI_TURKI,ILI_TURKI,ilit1241,
ILLO_BUSA,ILLO_BUSA,busa1253,
ILLYRIAN,ILLYRIAN,illy1234,
ILOKANO,ILOKANO,ilok1237,
ILONGOT_KAKIDUGEN,ILONGOT_KAKIDUGEN,ilon1239,
ILUE,ILUE,ilue1241,
ILWANA,ILWANA,ilwa1237,
IMONDA,IMONDA,imon1245,
IMOROD,IMOROD,ivat1242,
IMPFONDO,IMPFONDO,bonj1234,
IMROING,IMROING,imro1237,
INABAKNON,INABAKNON,inab1237,
INAPARI,INAPARI,inap1242,
INARI_SAAMI,INARI_SAAMI,inar1241,
INDAAKA,INDAAKA,ndak1241,
INDONESIAN,INDONESIAN,indo1316,
INDRI,INDRI,indr1247,
INDUS_KOHISTANI,INDUS_KOHISTANI,indu1241,
INESENYO,INESENYO,ines1240,
INGA,INGA,sout2990,
INGASSANA,INGASSANA,gaam1241,
INGA_MEDIO_PUTUMAYO,INGA_MEDIO_PUTUMAYO,jung1240,
INGA_PUTUMAYO,INGA_PUTUMAYO,inga1252,
INGRIAN,INGRIAN,ingr1248,
INGURA,INGURA,anin1240,
INGUSH,INGUSH,ingu1240,
INIAI_2,INIAI_2,nete1240,
INKAWASI,INKAWASI,lamb1276,
INLAND_TANAINA,INLAND_TANAINA,tana1289,
INNEMOR,INNEMOR,inor1238,
INTERLINGUA,INTERLINGUA,inte1239,
INUKTITUT_EASTERN_CANADIAN,INUKTITUT_EASTERN_CANADIAN,east2534,
INUPIAQ,INUPIAQ,nort2943,
IOWA_OTO,IOWA_OTO,iowa1245,
IPIKO,IPIKO,ipik1244,
IPILI,IPILI,ipil1240,
IPULO,IPULO,ipul1238,
IQUITO,IQUITO,iqui1243,
IRANTXE,IRANTXE,iran1263,
IRANUN,IRANUN,iran1262,
IRAQW,IRAQW,iraq1241,
IRARUTU,IRARUTU,irar1238,
IRESIM,IRESIM,ires1239,
IRIGA,IRIGA,irig1242,
IRISH,IRISH,iris1253,
IRULA,IRULA,irul1243,
IRUMU,IRUMU,tuma1250,
ISABI,ISABI,isab1240,
ISAKA,ISAKA,kris1246,
ISANGU,ISANGU,sang1333,
ISANZU,ISANZU,isan1243,
ISCONAHUA,ISCONAHUA,isco1239,
ISEBE,ISEBE,iseb1246,
ISEKIRI,ISEKIRI,isek1239,
ISLAND_CARIB,ISLAND_CARIB,isla1278,
ISNAG,ISNAG,isna1241,
ISOKO,ISOKO,isok1239,
ISONGO,ISONGO,mbat1248,
ISTHMUS_ZAPOTEC,ISTHMUS_ZAPOTEC,isth1244,
ISTRIOT,ISTRIOT,istr1244,
ISU,ISU,isum1240,
ISUKHA,ISUKHA,idak1243,
ITALIAN,ITALIAN,ital1282,
ITAWIT,ITAWIT,itaw1240,
ITELMEN,ITELMEN,itel1242,
ITEN,ITEN,eten1239,
ITERI,ITERI,iter1241,
ITIK_2,ITIK_2,itik1240,
ITNEG_BINONGAN,ITNEG_BINONGAN,bino1237,
ITONAMA,ITONAMA,iton1250,
ITOO,ITOO,ashe1269,
ITUMBUSO,ITUMBUSO,itum1245,
ITUTANG,ITUTANG,inap1241,
ITZAJ,ITZAJ,itza1241,
IVORI,IVORI,tain1253,
IWAIDJA,IWAIDJA,iwai1244,
IWAM,IWAM,iwam1256,
IXCATEC,IXCATEC,ixca1245,
IXIL_CHAJUL,IXIL_CHAJUL,ixil1251,
IYAA,IYAA,yaka1274,
IYO,IYO,iyoo1238,
IZERE,IZERE,izer1241,
IZI,IZI,izii1239,
IZON,IZON,izon1238,
IZORA,IZORA,izor1238,
J321_KISA,J321_KISA,kisa1263,
J321_MARAMA,J321_MARAMA,mara1392,
J52_HAVU_2,J52_HAVU_2,havu1238,
J531_TEMBO_2,J531_TEMBO_2,temb1270,
JABUTI,JABUTI,djeo1235,
JACALTEC,JACALTEC,popt1235,
JAD_INDIA,JAD_INDIA,jadd1243,
JAFI,JAFI,yafi1240,
JAHAI,JAHAI,jeha1242,
JAH_HUT,JAH_HUT,jahh1242,
JAIR_AWYU,JAIR_AWYU,jair1235,
JAKAJ,JAKAJ,yaqa1246,
JALAPA_DE_DIAZ,JALAPA_DE_DIAZ,jala1237,
JAMAICAN_CREOLE,JAMAICAN_CREOLE,jama1262,
JAMBI_MALAY,JAMBI_MALAY,jamb1236,
JAMMUN,JAMMUN,nort2662,
JAMSAY,JAMSAY,jams1239,
JANJERO,JANJERO,yems1235,
JANJI,JANJI,janj1240,
JAPANESE,JAPANESE,nucl1643,
JAPRERIA,JAPRERIA,japr1238,
JARA,JARA,jara1274,
JARAI,JARAI,jara1266,
JARAWA,JARAWA,jara1245,
JARAWA_3,JARAWA_3,jara1263,
JARU,JARU,jaru1254,
JAUNSARI,JAUNSARI,jaun1243,
JAWE,JAWE,jawe1237,
JEBERO,JEBERO,jebe1250,
JEH,JEH,jehh1245,
JEMEZ,JEMEZ,jeme1245,
JENJO,JENJO,dzaa1238,
JERE,JERE,jere1244,
JERI_KUO,JERI_KUO,jeri1242,
JERUNG,JERUNG,jeru1240,
JIAMAO,JIAMAO,jiam1236,
JIARONG,JIARONG,jiar1240,
JIBA,JIBA,jiba1237,
JIBU,JIBU,jibu1239,
JICALTEPEC_MIXTEC,JICALTEPEC_MIXTEC,pino1237,
JICAQUE,JICAQUE,toll1241,
JICARILLA,JICARILLA,jica1244,
JIJILI,JIJILI,tanj1247,
JILI,JILI,liji1238,
JILIAPAN_PAME,JILIAPAN_PAME,sout2999,
JILIM,JILIM,jili1241,
JIMI,JIMI,jimi1255,
JIMI_CAMEROON,JIMI_CAMEROON,jimi1254,
JINA,JINA,jina1244,
JINGPHO,JINGPHO,kach1280,
JINO,JINO,youl1235,
JIN_WUTAI,JIN_WUTAI,jiny1235,
JIREL,JIREL,jire1238,
JIRINGAYN,JIRINGAYN,*JIRINGAYN,sout2771
JIRIW,JIRIW,nali1245,
JITA,JITA,jita1239,
JITNU,JITNU,maca1259,
JIULONG_PUMI,JIULONG_PUMI,nort2723,
JIWEI_HMONG,JIWEI_HMONG,west2430,
JJU,JJU,jjuu1238,
JO,JO,jowu1238,
JOFOTEK,JOFOTEK,jofo1235,
JOHARI,JOHARI,rang1266,
JOLA,JOLA,jola1263,
JOMANG,JOMANG,talo1250,
JONK_KHORASANI,JONK_KHORASANI,khor1269,
JOOLA_GUSILAY,JOOLA_GUSILAY,gusi1246,
JOOLA_KASA,JOOLA_KASA,jola1262,
JOOLA_MLOMP,JOOLA_MLOMP,mlom1238,
JRU,JRU,lave1248,
JUANG,JUANG,juan1238,
JUBA_ARABIC,JUBA_ARABIC,suda1237,
JUDEO_ESPAGNOL,JUDEO_ESPAGNOL,ladi1251,
JUDEO_IRAQI_ARABIC,JUDEO_IRAQI_ARABIC,jude1266,
JUDEO_MOROCCAN_ARABIC,JUDEO_MOROCCAN_ARABIC,jude1265,
JUDEO_TAT,JUDEO_TAT,jude1256,
JUDEO_TRIPOLITANIAN_ARABIC,JUDEO_TRIPOLITANIAN_ARABIC,jude1264,
JUDEO_TUNISIAN_ARABIC,JUDEO_TUNISIAN_ARABIC,jude1263,
JUDEO_YEMENI_ARABIC,JUDEO_YEMENI_ARABIC,jude1267,
JUDU_GELAO,JUDU_GELAO,whit1267,
JUKUN_TAKUM,JUKUN_TAKUM,juku1254,
JULA_DE_KONG,JULA_DE_KONG,dyul1238,
JUMJUM,JUMJUM,jumj1238,
JUPDA,JUPDA,hupd1244,
JUQUILA_MIXE,JUQUILA_MIXE,juqu1238,
JURAY,JURAY,jura1242,
JURCHEN,JURCHEN,jurc1239,
JURUNA,JURUNA,juru1256,
JUR_BELI_WULU,JUR_BELI_WULU,beli1257,
KAAN,KAAN,kaan1247,
KAASA,KAASA,kaan1246,
KABALAY,KABALAY,kaba1292,
KABARDIAN,KABARDIAN,kaba1278,
KABA_DEME_SARA,KABA_DEME_SARA,sara1322,
KABBA,KABBA,kaba1281,
KABIYE,KABIYE,kabi1261,
KABOLA,KABOLA,kabo1247,
KABUI_RONGMEI,KABUI_RONGMEI,rong1266,
KABURI,KABURI,kabu1249,
KABUTRA,KABUTRA,kabu1254,
KABYLE,KABYLE,kaby1243,
KACHAMA,KACHAMA,kach1284,
KACHARI,KACHARI,kach1279,
KADARA,KADARA,kada1284,
KADARU,KADARU,kada1282,
KADAZAN,KADAZAN,cent2100,
