Glottocode	Doculect
pisa1237	TEPEHUA_PISA_FLORES
pitj1243	WANGKA_WIRU
pitt1247	PITTA_PITTA
piuu1237	PIU
plai1258	PLAINS_CREE
plai1259	PLAINS_MIWOK
plat1254	MALAGASY_MERINA
plau1238	PLAUTDIETSCH
play1240	PLAYERO
pnar1238	PNAR_JOWAI
poch1243	NAGA_POCHURI
pogo1243	POGOLO
pohn1238	POHNPEIAN
poko1261	BUU
poko1263	POKOT
polc1243	POLCI
poli1260	POLISH
polo1242	POLONOMBAUK
pomm1237	POM
pomo1271	POMO
pona1250	PONAM
pong1250	PONGU
popt1235	JACALTEC
poqo1253	POCOMAM_EASTERN
poqo1254	POQOMCHI_WESTERN
port1283	PORTUGUESE_2
port1285	PORT_SANDWICH
port1286	PORT_VATO
pota1247	POTAWATOMI
pott1240	OLLARI_GADBA
pouy1238	POUYE
powh1243	POWHATAN_UNNAMEDINSOURCE
poya1241	POYANAWA
pras1239	PRASUNI
prus1238	OLD_PRUSSIAN
puar1240	PUARE
puel1244	GUNUNA_KUNE_2
puin1248	PUINAVE
puka1242	PUKAPUKA
pula1262	PULAR
pula1263	FULA
pula1267	PULABU
puma1239	PUMA
pume1238	YARURO
puno1238	TAQUILE
punt1240	PUNTHAMARA
punu1239	PUNU
puoc1238	KSINMUL
pura1253	PURAGI_3
pura1257	PURARI
pure1242	PUREPECHA
puri1258	PURIK
puri1262	PURI
puta1243	PUTAI
puxi1243	PUTIAN_CHINESE
puyu1239	PILAM_PUYUMA
pwoe1235	KAREN_PWO_EASTERN
pwow1235	KAREN_PWO_WESTERN
pyek1235	KRUMEN_PYE
pyuu1245	PYU_2
qabi1235	PUBIAO
qanj1241	QANJOBAL_SANTA_EULALIA
qaqe1238	QAGET_2
qawa1238	QAWASQAR
qima1242	KEMANT
quap1242	QUAPAW
quer1236	OTOMI_ACAMBAY
quil1240	QUILEUTE
quin1251	QUINAULT
quio1241	QUIOQUITANI_QUIERI_ZAPOTEC
rabh1238	RABHA
rade1240	RADE
raha1237	RAHAMBUU
raji1240	RAJI
raka1237	MANIHIKI
rama1270	RAMA
ramp1243	RAMPI
rana1246	RANA
rang1269	RANG
raoo1244	RAO_3
rapa1244	RAPA_NUI
rapa1245	RAPA
rapo1238	RAPOISI
rapt1240	RAPTING
rara1235	LARA
raro1241	RAROTONGAN
rasa1243	RASAWA
rata1244	RATAHAN
raut1239	RAUTE
ravu1237	RAVULA
rawa1265	RAWANG
rawo1244	POKO_RAWO_2
rayo1235	ZOQUE_RAYON
redg1235	NA_KHE_GELAO
reja1240	REJANG
reja1241	REJANG_KAYAN
reli1238	RELI
remb1249	RAINBARNGO
remp1241	REMPI
rend1243	RENDILLE_2
reng1252	RENGAO
renn1242	RENNELLESE
repa1237	REPANBITIP
rera1240	RERAU
rere1240	REREP
resh1242	RESHE
resi1247	RESIGARO
rian1262	RIANG
rikb1245	RIKBAKTSA
riri1237	RIRIO
rita1239	RITHARNGU
rogo1238	ROGO
roma1326	ROMANSH_GRISHUN
roma1327	ROMANIAN_2
roma1328	ROMAGNOL
roma1332	ROMA
romb1244	ROMBO_4
romb1245	ROMBLOMANON_2
romk1240	ROMKUN
rong1264	RONGPO
rong1268	RONGA
ronj1237	ROINJI
ronn1241	RON_MANGAR
roon1237	RON
rori1237	RORIA
roto1249	ROTOKAS
rotu1241	ROTUMAN
rovi1238	ROVIANA
ruch1235	DEANG_2
ruka1240	RUKAI
ruma1248	RUMAI
rumu1243	RUMU
rund1242	RUNDI
rung1255	RUNGWA
rung1258	RUNGA
russ1263	RUSSIAN
russ1264	BURIAT_RUSSIA_2
rutu1240	RUTUL
ruun1238	RUUND
saaa1240	SAA
saaa1241	SA
saaf1238	SAFEN_5
saam1283	SAMIA
saar1237	SAAROA
saba1262	SABAOT
saba1265	SAABAN
saba1267	BISAYA_SABAH
saba1268	SABANE
saba1276	SABA
sabu1253	SABUM
sabu1255	SAVU
saca1238	SACAPULTECO_SACAPULAS_CENTRO
sadr1248	SADRI
saek1240	SAEK_2
saep1240	SAEP
safe1240	AMPALE
safw1238	SAFWA
saga1256	SAGALA
saga1262	SAGHALA
saho1246	SAHO
sahu1245	SAHU
sais1237	SAISIYAT
saja1240	DHAMMAI
saka1287	SAKATA_2
saka1289	SAKAO
saka1291	MALAGASY_SAKALAVA_2
sake1247	SAKE_1
saki1248	MEKENS
sala1264	SALAR_2
sala1268	L51_SALAMPASU
sala1272	QUICHUA_TUNGURAHUA_SALASACA
sala1273	MONDE
sali1253	SALINAN
sali1295	SALIBA_PAPUA_NEWGUINEA
sall1238	SALLANDS
samb1305	SAMBA_LEKO
samb1307	SAMBE_2
samb1309	SAMBA
samb1311	SAMBA_DAGA
samb1315	SAMPUR
samb1321	SAU
samm1244	SONGUM
samo1303	SAMO
samo1305	SAMOAN
samo1306	SAMOSA
samr1245	SAMRE
sana1295	YEMEN_SANAANI_ARABIC
sanb1241	COATLAN_LOXICHA_ZAPOTEC
sanb1242	KUNA_YALA_SAN_BLAS
sand1273	SANDAWE
sanf1258	SAN_FRANCISCO_DEL_MAR_HUAVE
sanf1262	MATLATZINCA_SAN_FRANCISCO_OXTOTILPAN
sang1321	NAGA_SANGTAM
sang1328	SANGO_2
sang1329	SANGA
sang1330	SANGU
sang1331	L35_SANGA
sang1333	ISANGU
sang1336	SANGIR_2
sang1337	SANGIL
sani1269	SANI_YI
sani1270	SANIO
sanj1281	MIXTECO_DE_SAN_JUAN_COLORADO
sanj1284	ZAPOTEC_SAN_LUCAS_QUIAVINI
sanj1285	POPOLOCA_SAN_JUAN_ATZINGO
sanj1286	SAN_JERONIMO_TECOATL
sank1253	SANKARAN_MANINKA
sanm1287	HUAVE_2
sanm1289	QUECHUA_SAN_MARTIN
sanm1295	CHALCATONGO_MIXTEC
sanp1260	SAN_PEDRO_AMUZGOS_AMUZGO
sanp1261	SAN_PEDRO_QUIATONI_ZAPOTEC
sans1269	SANSKRIT
sans1272	KONGO_SAN_SALVADOR_2
sant1410	SANTALI
sant1432	QUECHUA_ARGENTINA
sant1447	SANTA_INES_YATZECHI_ZAPOTEC
sant1451	SANTA_MARIA_QUIEGOLANI_ZAPOTEC
sanu1240	SANUMA
saoc1239	SAOCH
sapa1251	SAPARUA_OUW
sape1238	SAPE
sapo1253	TAIOF
sapo1254	SAPONI
sapu1248	SAPUAN
sara1322	KABA_DEME_SARA
sara1323	SIRASIRA
sara1326	BILAAN_SARANGANI
sara1327	MANOBO_SARANGANI
sara1331	SARAVEKA
sari1246	SARIKOLI
sars1236	SARCEE
saru1242	SARUDU
saru1243	SARUGA
sasa1249	SASAK
sass1235	SASSARESE
sata1237	SATAWALESE
sate1243	SATERE_MAWE
saur1249	MALTO
saus1246	SAUSI
savi1242	SAVI
savo1255	SAVOSAVO
sawa1247	SAWAI_UNNAMEDINSOURCE
sawe1240	SAWERU
sawi1256	SAWILA_2
sawi1257	SAWUJ
sawk1238	FOQAHA
saya1246	SAYA
sayu1241	SAYULA_POPOLUCA
scot1243	SCOTS
scot1245	GAELIC_SCOTTISH
seba1251	GETO
sebo1238	SEBOP_KENYAH
sebu1243	SEBUYAU
sech1246	SECHELT
seco1241	SECOYA
seda1262	SEDANG
sedo1237	SEDOA
seek1238	SEEKU
sega1243	SEGAI
sege1246	SEGEJU
seim1238	SEIMAT
seka1247	SEKAR
seke1240	TANGBE
seke1241	SEKE
seki1238	SEKIYANI
sekp1241	LIKPE
sela1259	SELARU
sela1260	SELAYAR
sele1249	SELE
sele1250	SELEPET
selk1253	SELKUP
sema1265	SEMAQ_BERI
sema1266	SEMAI_2
sema1269	KUALAN
seme1247	SEMELAI
semi1264	SEMIMI
semn1250	SEMNAM
sena1262	SENARA_SENOUFU
sene1264	SENECA
sene1271	SENED
seng1278	SENGELE_MBELO
seng1281	SENGSENG
seng1285	SENGI
senh1238	SENHAJA_DE_SRAIR
sepa1242	SEPA_INDONESIA
sepe1240	SEPEN
sepi1255	SEPIK_IWAM
sera1259	SERAIKI
sere1260	SEREER_4
sere1264	SERE
seri1255	SERILI
seri1257	SERI
serr1255	GABRIELINO
seru1244	SERUI_LAUT
seru1245	SERUA
seze1235	SEZE_2
sgaw1245	KAREN_SGAW
shaa1247	SHA
shab1252	SHABO
shah1254	SOUTHERN_TALYSH
shal1242	SHALL
sham1278	SHAMA
sham1280	SHAMBALA
shan1277	SHAN_4
shan1282	SHANGA
shar1244	SHARK_BAY_2
shar1245	SHARANAHUA
shat1244	SHATT
shau1238	SHAU
shee1238	SHE_CHINA
sheh1240	SAURI
shek1243	SHEKHAWATI
shek1244	MOCHA_2
shek1245	SHEKO
shen1250	SHENI
sher1255	SHERPA
sher1257	SHERDUKPEN
sher1258	SHERBRO
shii1238	SHI
shil1265	SHILLUK
shin1264	SHINA_2
ship1254	SHIPIBO
shom1245	SHOM_PENG
shon1251	SHONA
shor1247	SHOR
shos1248	SHOSHONI
shua1254	SHUA
shua1257	SHUAR
shug1248	SHUGHNI
shum1235	SHUMASHTI
shus1248	SHUSWAP
shwa1239	SHIRUMBA
shwe1236	PALAUNG_SHWE
siam1242	SEME
sian1254	SIANG
sian1257	SIANE
siar1238	SIAR
sich1238	XIDE
sici1248	SICILIAN_UNNAMEDINSOURCE
sici1249	SENUFO_SICITE
sida1246	SIDAMO
siee1239	SIE
sier1248	NAHUATL_SAN_PABLO_ZOQUITLAN
sier1250	ZAPOTEC_SIERRA_DE_JUAREZ
siha1245	SIHAN
sika1261	SIKAIANA
sika1262	SIKA
sika1263	SIKARITAI
siks1238	BLACKFOOT
siku1242	SICHULE
sila1250	SILACAYOAPAN_MIXTEC
sile1255	SILEIBI
sili1247	SELEPUT
sili1249	KINIAGEIMA
silo1240	SILOPI
sima1258	MAKOMA
simb1254	SIMBA
simb1255	SIMBARI
simb1256	SIMBO
sime1241	SIMALUR
sina1266	SINAUGORO
sina1269	GALU
sins1241	SINSAURU
sint1235	SINTI_ROMANI
siny1243	SINYAR
sion1247	SIONA
sioo1240	SIO
sipa1247	SIPAKAPENSE
sira1266	SIRA
sira1267	SIRAYA
sire1246	YUPIK_SIRENIK
siri1273	SIRIONO
siri1274	SIRIANO
siro1249	SUROI
siss1242	SISAALA_BURKINA_FASO
siss1243	SISSANO_2
sius1254	SIUSLAW
siva1239	SIVANDI
siwa1245	MOTUNA
siwi1239	SIWI
siwu1238	SIWU
siyi1240	CHIN_SIYIN
skol1241	SKOLT_SAAMI
slov1268	SLOVENIAN
slov1269	SLOVAK
smar1235	RAWA_BIRU
sobe1238	SOBEI
soch1239	CHINANTEC_SOCHIAPAN
sode1235	ESO_YALEMBA
soga1242	SOGA_2
soko1263	SOKORO
soli1239	M62_SOLI
solo1257	SOLOS
solo1258	ARAWE
soma1255	SOMALI
somm1240	SOM
sond1250	SONDE_FESHI
song1299	SONGO
song1300	GENGELE
song1303	SONGYE
soni1259	SONINKE
soni1260	SUNIA
sons1242	SONSOROLESE
sooo1256	TEPES
sopp1247	USINO
soqo1240	SOQOTRI
sora1254	SAVARA
sori1242	SORI_HARENGAN
sota1242	SOTA
sout1528	SERBOCROATIAN
sout2642	SOUTHERN_BALOCHI
sout2645	SOUTHWESTERN_FARS
sout2647	LURI
sout2649	PISHIN_PASHTO
sout2668	ATTOCK
sout2674	SOUTH_SAAMI
sout2679	ESTONIAN_VORO
sout2699	SOUTHERN_UZBEK
sout2728	QIANG_PUXI
sout2730	ZHOUCHENG_BAI
sout2732	NAGA_SOUTHERN_RENGMA
sout2734	SOUTHERN_YAMPHU
sout2741	SOUTHERN_DONG
sout2746	SONGKHLA_THAI
sout2750	SOUTHERN_YUKAGHIR
sout2774	NEMBE
sout2778	KISI
sout2782	FALI
sout2784	NGBANDI
sout2785	BIYANDA
sout2787	LANGBA
sout2789	DAGAARE
sout2790	BIRIFOR_SOUTHERN
sout2795	SOUTHERN_NUNI
sout2797	SOUTHERN_TOUSSIAN
sout2807	SOTHO_SOUTHERN
sout2826	GREBO
sout2828	SOUTHERN_MAADI_2
sout2832	REK
sout2833	DINKA_SOUTH_CENTRAL
sout2834	DINKA_SOUTHEASTERN
sout2840	SOUTHERN_BOBO_MADARE_2
sout2844	SOUTHERN_SAMO
sout2856	SOUTH_EFATE_PANGO
sout2857	SOUTH_WEST_BAY_BENOUR
sout2859	SOUTHEAST_AMBRYM_TOAK
sout2869	SOUTHWEST_TANNA_IKITI
sout2877	DANGAL
sout2883	SOUTHEAST_BABAR
sout2895	FATAKAI_NUAULU_SERAM
sout2908	SOUTHERN_KALINGA
sout2912	SOUTHERN_CATANDUANES
sout2916	SOUTHWEST_PALAWANO
sout2918	SIBUTU_SOUTHERN_SAMA
sout2920	MALAGASY_SOUTHERN_BETSIMISARAKA_MAHANORO
sout2940	DIGOELEESCH
sout2941	SIAGHA
sout2943	TAIRORA_SOUTH
sout2949	KIWAI_SOUTHERN
sout2956	HAIDA
sout2959	SLAVEY
sout2961	TIWA_SOUTHERN
sout2965	PUGET_SALISH
sout2973	NAHUATL_SAN_JOSE_MIAHUATLAN
sout2978	SOUTHERN_EAST_CREE
sout2984	SOUTHERN_POMO
sout2985	S_SIERRA_MIWOK
sout2986	MUTSUN
sout2989	LENGUA
sout2990	INGA
sout2991	POCONA
sout2992	CHACPAR
sout2994	NAMBIKWARA
sout2996	HUACANA
sout2999	PAME_MERIDIONAL
sout3004	ZAPOTEC_SOUTHERN_RINCON
sout3123	PALESTINIAN_ARABIC
sout3241	TIDONG
souu1238	SU
sowa1244	SOWA
sowa1245	WAINA
soya1237	SAN_MIGUEL_SOYOLTEPEC
spit1240	SPITIAN
spok1245	SPOKANE
squa1248	SQUAMISH
stan1288	SPANISH
stan1289	VALENCIAN
stan1290	FRENCH_2
stan1293	ENGLISH_2
stan1295	STANDARD_GERMAN
stan1318	STANDARD_ARABIC
stan1325	LATVIAN
stel1238	STELLINGWERFS
stra1244	SAMISH
suau1242	SUAU
suba1238	SUBA
subi1246	MBALANGWE
subt1250	SUBTIABA
suda1236	ARABIC_SUDANESE_SPOKEN
sude1239	SUDEST
suen1241	SUENA
suga1248	NIZAA
suga1249	WAGARABAI
suii1243	SUI
suku1259	SUKU_2
suku1261	SUKUMA
suku1264	SUKURUM
sulu1241	PUROIK
suma1270	SUMAU
sumb1240	SUMBWA_2
sumb1241	SUMBAWA
sume1241	SUMERIAN
sumi1235	NAGA_SUMI
sund1252	SUNDANESE
sunw1242	SUNWAR_2
suri1267	TIRMA
suri1273	SURIGAONON
surr1238	TAPSHIN
surs1246	SURSURUNGA
suru1261	SURUI_DO_PARA
susu1250	SUSU
suya1243	SUYA
svan1243	SVAN
swab1242	SWABIAN
swah1253	SWAHILI
swat1243	SWATI
swed1254	JAMTLANDIC
swis1247	ALSATIAN
sydn1236	SYDNEY
taab1238	KITABWA
taba1259	TABASARAN
taba1263	TABARU
taba1264	AYAPANECO
taba1265	TABASCO_NAHUATL_CUPILCO
taba1266	CHONTAL_TABASCO
tabl1243	TABLA
tabo1241	TABO_WAIA
tabr1243	TABRIAK_3
taca1256	TACANA
tach1249	CHAOUI
tach1250	TASHELHIT_IDA_USEMLAL
tada1238	TADAKSAHAK
taee1237	TAE
tafi1243	TEGBO
taga1268	KALAGAN
taga1270	TAGALOG
taga1278	WARGLA
tagb1255	TAGBU
tagb1258	TAGBANWA_ABORLAN
tagi1241	NISI_TAGIN
tago1246	TAGOI
tagw1240	SENOUFO_TAGWANA
taha1241	TAMAHAQ_TAHAGGART_2
tahi1242	TAHITIAN
taia1239	TAYAP
taid1247	BLACK_TAI_2
taid1249	TAI_DAENG
taid1250	JINPING_TAI
taih1246	WUDING_TAI
taik1255	TAIKAT_2
tain1252	DEHONG
tain1253	IVORI
tain1254	TAINO
tair1256	UARIPI
tait1250	DAWIDA
taiy1242	YUANYANG_TAI
taje1237	TAJE_PETAPA
taji1245	TAJIK
taji1246	TAJIO
take1255	SOUTHERN_TATI
take1257	TAKELMA
taki1248	TAKIA
taku1257	TAKUU_MORTLOCK
takw1238	TAKWANE
tala1285	TALAUD
tala1295	TALA
tali1258	TALINGA
tali1259	TOLO
tali1262	SOBOYO
talo1250	JOMANG
talo1252	TALOKI
taly1247	TALYSH
tama1331	MIISIIRII_TAMA
tama1336	TAMAGARIO
tama1365	TAMASHEQ
tamb1253	TAMBOTALO
tami1289	TAMIL_2
tami1290	TAMI
tamk1242	TEMKI
tamn1235	TAMNIM_CITAK
tamp1251	TAMPUAN
tana1289	INLAND_TANAINA
tana1290	TANACROSS
tand1253	TANDIA
tand1256	MALAGASY_MAHAFALY
tane1237	TANEMA
tang1336	NAGA_TANGKHUL
tang1347	TANGOA
tang1353	TANGKO
tang1355	TANGU
tang1356	TANGUAT
tani1257	TANIMUCA
tanj1247	JIJILI
tano1246	MALAGASY_TANOSY_TOLAGNARO
tapa1260	TAPACHULTEC
tapi1253	TAPIETE
tapi1254	TAPIRAPE
tara1313	NAGA_TARAO
tari1256	TARIANA
tari1263	TARIFIT_BENI_IZNASSEN
taro1264	SEDIQ
tarp1240	TARPIA
tasa1240	TASAWAQ
tasm1246	TASMATE
tata1255	TATAR_2
tata1258	CHATINO_TATALTEPEC
tatu1247	TATUYO
taua1242	TAUADE
taul1251	TAULIL_2
taus1251	TAUSUG
taus1252	TAUSE
taus1253	TAUSHIRO
tauy1241	TAUYA
tave1240	TAVETA_2
tawa1275	TAWALA
tawa1286	TETSERRET
tawo1243	TAWOYAN
taya1257	TAMAJEQ_TAYART_AIR
tayy1238	TAY
tbol1240	TAGABILI
tchi1245	TCHITCHEGE
tean1237	TEANU
tebu1239	TEBUL_URE
teda1241	TEDAGA
tedi1235	CHIN_TEDIM
teee1242	TEE
teen1242	LORHON
tefa1238	TEFARO
tehu1242	TEHUELCHE
teiw1235	TEIWA
teke1274	FUMU_1
teke1275	NORTHERN_TEKE_2
teke1277	LAALI_TEKE_1
teke1278	TEGE_EWO
teke1280	B77A_KUKUYA_2
tekt1235	MAM_TECTITAN
tela1241	TELA_MASBUAR
tele1256	TELEFOL
telu1262	TELUGU_3
telu1263	TALUTI
temb1270	J531_TEMBO_2
temb1276	TEMBE
temi1246	TEMIAR
temm1241	TEM
temo1243	TEMOQ
temo1245	OTOMI_TEMOAYA
temu1239	TEMUAN
tena1240	SERENA
tene1248	TENE_KAN_3
teng1272	TENGGER_NGADAS
tenh1241	PARINTINTIN
tenn1245	TEN_2
tenn1246	TENNET
teop1238	TEOP
tepe1280	CUICATEC
tepo1239	KRUMAN
tera1251	TERA
tere1272	TERESSA
tere1276	TEREBU
tere1278	BUIN
tere1279	TERENA
teri1244	TERIK
teri1250	TERIBE
term1237	TERMANU
tern1247	TERNATE
tesa1236	MALAGASY_ZAFISORO
tese1238	TESE
teso1249	TESO
tete1250	TETELA
tete1251	TETELCINGO_NAHUATL
teun1241	TEUN
teut1235	SAN_ANDRES_TEOTILALPAM_CUICATEC
tewa1260	TEWA_ARIZONA
texi1237	TEXISTEPEC_ZOQUE
texm1235	TEXMELUCAN_ZAPOTEC
thaa1239	THA
thad1238	CHIN_THADO
thai1261	SIAMESE
thak1245	THAKALI
than1255	NAGA_THANGAL
than1259	THANGMI
thao1240	THAO
thar1283	THARAKA_2
thay1249	THAYORE
thom1243	THOMPSON
thul1246	THULUNG
thur1254	THURAWAL
tial1239	MALMARIV
tian1237	TIANG
tibe1272	TIBETAN_LHASA
tibe1274	TIBEA
ticu1245	TIKUNA
tido1248	TIDORE
tief1242	CEFO
tiem1235	BOZO_TIEMA_CIEWE
tien1242	TIENE_3
tiey1235	BOZO_TIEYAHO
tifa1245	TIFAL
tiga1245	TIGAK
tigo1236	TIGON_MBEMBE
tigr1270	TIGRE
tigr1271	TIGRINYA
tika1246	TWUMWU
tiko1237	TIKOPIA
tila1239	TILAPA_OTOMI
till1254	TILLAMOOK
tilq1235	TILQUIAPAN_ZAPOTEC
tilu1238	TILUNG
tima1241	TIMA
timb1251	TIMBE
timn1235	THEMNE
timu1245	TIMUCUA
timu1262	TIMUGON_MURUT
tina1246	TINANI
tind1238	TINDI
tipp1239	TIPPERA_TONGPAI
tira1254	TIRO
tira1258	TIRANIGE_DIGA_DOGON
tiri1258	GRAND_COULI
tiru1241	TIRURAY
tita1241	SIVISA_TITAN
tivv1240	TIV_2
tiwa1253	TIWA
tiwi1244	TIWI
tlac1235	TEPEHUA_TLACHICHILCO
tlac1237	TLACOAPA_MEPHAA
tlah1239	AYUTLA_MIXE
tlam1239	NAHUATL_CUENTEPEC_TEMIXCO
tlin1245	TLINGIT
toab1237	TOABAITA
toar1246	TOARIPI
toba1266	TOBATI
toba1269	TOBA
tobo1251	TOBO
toca1235	ASURINI
toch1257	TOCHO_2
toda1252	TODA_2
todr1244	TODRAH_UNNAMEDINSOURCE
tofa1246	TOFAMNA
togb1241	VARA
toho1245	TOHONO_OODHAM
tojo1241	TOJOLABAL
toka1244	TOKANO
tokh1242	TOCHARIAN_A
tokh1243	TOCHARIAN_B
toku1246	TOKUWASE
tola1247	TOLAKI
toll1241	JICAQUE
tolo1255	TOLOMAKO
toma1248	TOMADINO
tomb1243	TOMBULU
tomi1243	TOMINI
tomm1242	TOMMO_SO_3
tond1251	TONDANO
tong1308	TONGA
tong1318	M64_TONGA_1
tong1325	TONGAN
tonk1249	TONKAWA
tons1240	TONSEA
tont1239	TONTEMBOAN
toor1238	TOORO
topo1243	TOPOIYO
tora1259	TORAU
tora1261	SADAN
toro1249	TORO
toro1252	DOGON
toro1253	TORO_TEGU_3
torr1259	ARO
torw1241	TORWALI
tosk1239	ALBANIAN
toto1304	TOTOLI
toto1305	NORTH_HIGHLAND_MIXE
toto1306	TOTORO
touo1238	MBANIATA_2
tour1242	TOURA
tour1243	DOURA
towe1240	TOWEI
trin1273	TRING
trin1274	TRINITARIO
trio1238	TIRIYO
tsaa1242	TSAANGI
tsak1249	TSAKHUR
tsak1250	TTSAKWAMBO
tsam1247	TSAMAI
tsat1238	TSAT
tsha1245	TSHANGLA
tsim1257	MALAGASY_TSIMIHETY_MANDRITSARA
tsis1238	SALKA
tsoa1238	MASARWA_TATI
tsog1243	XETSOXO
tson1249	TSONGA
tsou1248	TSOU
tsuv1239	TSUVADI
tswa1253	TSWANA
tswa1255	TSHWA
tuam1242	TUAMOTUAN
tuba1278	TUBATULABAL
tuba1279	TUBAR
tuca1252	TUCANO
tuge1241	NORTH_TUGEN
tugu1245	TUGUN
tuka1248	TUKANG_BESI_NORTHERN
tuka1249	TUKANG_BESI_SOUTHERN
tuki1240	TUKI_2
tukp1239	NYAMKAD
tuku1254	TUKUDEDE
tula1252	TULA
tule1244	TULEHU
tuli1249	TULISHI
tulu1258	TULU_INDIA
tuma1260	TUMAK
tumb1250	TUMBUKA_ZAMBIE
tuml1238	TUMLEO_2
tumt1243	KURONDI
tumu1242	SISAALA_TUMULUNG
tumz1238	TUMZABT
tune1261	TUNEN
tung1290	TUNGAK
tung1293	TUNGGARE
tuni1252	TUNICA
tuni1259	TUNISIAN_ARABIC_MAGHRIB
tunj1244	TUNJUNG
tunn1238	TUNNI
tupa1250	TUPARI
tupi1273	TUPINAMBA
tupu1244	TUPURI
turk1303	KHALAJ_IRAN
turk1304	TURKMEN_2
turk1306	TURKA_2
turk1308	TURKANA
turo1239	TUROYO
tusc1257	TUSCARORA
tuto1241	TUTONG_2
tuts1235	TUTSA
tutu1241	TUTUBA
tuva1244	TUVALUAN
tuvi1240	TUVAN
tuwa1242	TUWARI
tuwu1238	TUWULI
tuyu1244	TUYUCA
twan1247	TWANA
twen1241	TWENTS
tyap1238	TYAP
tzel1254	TZELTAL_OXCHUC
tzot1259	ZINACANTAN_TZOTZIL
tzut1248	TZUTUJIL_WESTERN
uabm1237	UAB_METO
uare1241	UARE
ubag1245	UBAGHARA
ubii1238	UBI
ubir1237	UBIR
ubyk1235	UBYKH
udaa1238	UDA
udih1248	UDEHE
udii1243	UDI
udmu1245	UDMURT
uduk1239	UDUK
ughe1237	UGHELE
ugon1239	GONG
uigh1240	UYGHUR
ujir1237	UJIR
ukaa1243	UKAAN
ukpe1249	UKPET
ukra1253	UKRAINIAN
ukur1240	UKURIGUMA
ukwa1238	UKWA
ukwu1241	UKAWANI_ABOH_NDONI
ulau1237	ULAU
ulch1241	ULCHA
ulit1238	ULITHIAN
ulum1237	KONDO
ulwa1239	ULWA
umaa1242	UMA
umat1237	UMATILLA_SAHAPTIN
umbu1256	UMBUYKAMU
umbu1257	UMBUNDU
umbu1258	UMBU_UNGU_2
umon1238	UMON
unam1242	UNAMI_UNNAMEDINSOURCE
unua1237	UNUA
uppe1275	TOTONAC_UPPER_NEXACA
uppe1395	UPPER_SORBIAN
uppe1400	SAXON_UPPER
uppe1430	DANI_UPPER_GRAND_VALLEY
uppe1437	UPPER_TANANA_TETLIN
uppe1438	UPPER_KUSKOKWIM
uppe1439	CHEHALIS_UPPER
urad1239	URADHI_ATAMPAYA
urak1238	URAK_LAWOI
urap1240	URA_PNG2
urat1244	URAT_3
urav1235	URA
urdu1245	URDU
urho1239	URHOBO
urig1240	URIGINA
urii1240	URI_PAPUA_NEW_GUINEA
urim1251	URIMO
urim1252	KUKWO
urip1239	URIPIV
urni1239	URNINGANGG
urua1242	URUAVA
urua1244	URUANGNIRIN
urub1250	URUBU_KAAPOR
urue1240	URUEWAUWAU
uruu1244	UCHUMATAQU
usag1244	USAKADE
usan1239	WANUMA
usho1238	USHOJO
usil1237	CHINANTEC_SAN_FELIPE_USILA
usku1243	USKU
uspa1245	USPANTEKO
usui1238	USUI
utar1238	OSUM
utes1238	UTE_SOUTHERN_PAIUTE
utuu1240	UTU
uuuu1243	U
uyaa1238	USU
uzek1238	UZEKWA
vaag1238	VAAGRI_BOLI
vafs1240	VAFSI
vagh1247	KWANKA
vagh1249	VAGHUA
vagl1239	VAGALA
vaii1241	VAI
valm1241	WALMAN
valp1237	VALPEI
vang1243	MBAREKE
vani1248	DUMO
vaoo1237	VAO
vari1239	VARISI
varl1238	WARLI
vase1234	O_KUNG
vedd1240	VEDDA
vehe1237	BUASI
vemg1240	VEMGO_MABAS_2
vend1245	VENDA
veng1238	VENGO
vent1242	VENTURENYO
veps1250	VEPS_2
vera1241	VERAA
viem1243	VIEMO
viet1252	VIETNAMESE_2
vile1241	VILELA
vili1238	VILI
vinm1237	VINMAVIS
vinz1238	VINZA
vito1235	VITOU
vlaa1240	WESTVLAAMS
vlax1238	VLAX_ROMANI
vuna1239	VUNAPU
vunj1238	WUNJO_2
vure1239	MOSINA
vute1244	VUTE_YOKO
vwan1235	WANJI
waat1238	WAATA
wabo1240	WABO
wabo1241	WABUDA
wada1263	WADAGINAM
waff1241	WAFFA
wage1238	WAGIMAN
waig1243	WAIGALI
waig1244	AMBEL
wail1242	WAILAPA
waim1251	RORO
waim1253	WAIMIRI_ATROARI
waim1255	WAIMAHA
waiw1244	WAIWAI_2
waja1257	WAJARRI
waka1274	DUUNGIDJAWU
wala1266	LANGALANGA
wala1269	PYRAMID_WODO
wali1262	WALI_SUDAN
wall1257	WALLISIAN_EAST_UVEAN
walm1241	WALMAJARRI
wama1247	WAMAS
wamb1257	WAMBULE
wamb1258	WAMBAYA
wamb1259	WAMBON
wamp1247	WAMPAR
wamp1248	WAMPUR
wamp1249	WAMPANOAG_NATICK
wana1268	WANAP
wana1269	WANAMBRE
wanc1238	WANCHO
wand1263	WANDARANG
wand1264	WANDA
wand1266	WANDJI
wand1267	WANDAMEN
wand1278	WANDALA
wane1241	WANECI
wang1290	WANGGANGURU
wang1291	WANGAAYBUWAN_NGIYAMBAA
wang1294	WANGA
wang1299	WANGGOM
wann1242	WAN_2
wano1243	WANO
wanu1241	WANUKAKA
waor1240	WAORANI
waph1238	WAPHA
wapi1253	WAPISHANA
wapp1239	WAPPO
wara1290	WARAY
